Store Number,Name,Telephone,Address1,Address2,City,State,Zip,Latitude,Longitude
590,Vacaville,707-447-9668,"1031 Helen Power Drive, Suite 100",Suite 100,Vacaville,CA,95687-3515,38.364482,-121.962957
11330,Ham & Lockeford - Lodi,209-368-4579,"224 N. Ham Lane, 101",101,Lodi,CA,95242-2901,38.137696,-121.288085
2891,Date & Madison - Sacramento,916-334-6758,"4701 Madison Avenue, 101",101,Sacramento,CA,95841-2558,38.661637,-121.354726
74963,Safeway - Lodi #1648,209-367-7875,2449 W. Kettleman,,Lodi,CA,95242-4124,38.117665,-121.305889
75409,Travis AFB BX,707-437-8342,461 Skymaster Circle,,Travis AFB,CA,94535-1909,38.269688,-121.94847
6489,Kettleman & Lower Sacramento - Lodi,209-366-0457,"2431 W. Kettleman Ln, B-4",B-4,Lodi,CA,95242-4121,38.115923,-121.305802
76345,Target Lodi T-853,209-369-9371,2375 W Kettleman Ln,,Lodi,CA,95242-4120,38.11734,-121.303387
9742,Madison & Manzanita - Carmichael,916-332-6927,5149 Manzanita Ave,,Carmichael,CA,95608-0523,38.660067,-121.326473
9821,Peabody & Hume - Vacaville,707-448-3285,210 Peabody Road,,Vacaville,CA,95687-4702,38.350056,-121.976839
627,Gold River,916-853-9728,2095 Golden Center #10,,Gold River,CA,95670-4495,38.625687,-121.264792
5690,Davis & Stevenson - Vacaville,707-449-1215,"505 Davis St, Ste A",Ste A,Vacaville,CA,95688-4636,38.353347,-121.985992
6993,Madison & Dewey - Fair Oaks,916-965-6985,6711 Madison Avenue,,Fair Oaks,CA,95628-3168,38.663848,-121.307666
74392,Safeway - Fair Oaks #1895,916-907-5356,5450 Dewey Drive,,Fair Oaks,CA,95628-3138,38.664745,-121.308426
74392,Safeway-Fair Oaks #1895,916-907-5356,5450 Dewey Drive,,Fair Oaks,CA,95628-3138,38.665155,-121.307081
11334,Greenback & Garfield - Sacramento,916-331-5238,"6306 Garfield Ave, 250",250,Sacramento,CA,95841-5404,38.67987,-121.3337
6457,Alamo & Butcher - Vacaville,707-455-8557,970 Alamo Drive,,Vacaville,CA,95687-5696,38.343122,-121.995812
79588,Safeway - Sacramento #2263,916-331-2987,5345 Elkhorn Blvd,,Sacramento,CA,95842-2526,38.686452,-121.339759
6831,West Main & Hwy 16 - Woodland,530-669-1556,361 West Main Street,,Woodland,CA,95695-6801,38.677455,-121.800848
9325,Kettleman & Beckman - Lodi,209-366-2964,1139 E. Kettleman Lane,,Lodi,CA,95240-6402,38.116529,-121.255048
9287,Eight Mile & I-5 - Stockton,209-955-0318,10602 Trinity Parkway,,Stockton,CA,95219-7228,38.052363,-121.375273
76158,Target North Stockton T-1862,209-235-0251,10424 Trinity Pkwy,,Stockton,CA,95219-7225,38.05169,-121.372978
6614,Sunrise & Madison - Fair Oaks,916-966-1639,5355 Sunrise Boulevard,,Fair Oaks,CA,95628-3539,38.663196,-121.27262
8676,Tributary Point & Hazel - RC,916-353-1038,12195 Tributary Point Drive,,Rancho Cordova,CA,95670-4536,38.632086,-121.220199
6755,Elverta & Walerga - Antelope,916-721-5082,"4241 Elverta Road, 103",103,Antelope,CA,95843-4737,38.713891,-121.366443
76900,Target Birdcage Citrus Heights T-11,916-966-5267,5837 Sunrise Blvd,,Citrus Heights,CA,95610-6866,38.672896,-121.274145
5407,Birdcage Walk - Citrus Heights,916-728-1587,6121 Sunrise Boulevard,,Citrus Heights,CA,95610-6834,38.67467329,-121.2716431
6908,"Greenback & Birdcage,Citrus Heights",916-721-4202,"7801 Greenback Lane, F",F,Citrus Heights,CA,95610-5919,38.678737,-121.276344
2907,Antelope & Daly - Sacramento,916-721-3226,"5874 Antelope Rd, 100",100,Sacramento,CA,95842-3903,38.706269,-121.326291
9341,Madison & Kenneth - Fair Oaks,916-962-0355,"8505 Madison Ave, 100",100,Fair Oaks,CA,95628-3870,38.664536,-121.243991
11866,Auburn & Sylvan - Citrus Heights,916-723-1827,"7088 Auburn Blvd, 304",304,Citrus Heights,CA,95621-4377,38.693898,-121.291667
79789,Safeway - Fair Oaks #1846,916-965-1034,8925 Madison Avenue,,Fair Oaks,CA,95628-4009,38.665096,-121.223983
5623,N. Texas & Dickson Hill - Fairfield,707-435-8281,"3334 North Texas Street, Suite A",Suite A,Fairfield,CA,94533-9776,38.288876,-122.033728
8728,Sunset & Merganser - Suisun City,707-429-1867,193 Sunset Ave,,Suisun City,CA,94585-2063,38.246331,-122.020115
6477,Greenback & Hazel - Orangevale,916-987-4722,8904 Greenback Lane,,Orangevale,CA,95662-4651,38.678165,-121.224517
9340,N. Texas & Travis - Fairfield,707-429-3682,"1600 N. Texas Street, A",A,Fairfield,CA,94533-3886,38.258485,-122.033574
9511,Texas & Jefferson - Fairfield,707-421-8274,700 Texas,,Fairfield,CA,94533-5519,38.249456,-122.03443
5684,Blue Ravine - Folsom,916-985-2683,"195 Blue Ravine Road, 100",100,Folsom,CA,95630-4722,38.654343,-121.179834
9330,Hwy 4 & Carol - Oakley,925-679-3247,"2190 Main Street, A",A,Oakley,CA,94561-3351,38.002439,-121.731814
74809,Safeway - Fairfield #1127,707-427-5640,2401 Waterman Blvd,,Fairfield,CA,94534-1800,38.271858,-122.053209
6710,Cirby & Riverside - Roseville,916-797-9330,709 Cirby Way,,Roseville,CA,95678-4367,38.729952,-121.289361
74188,Safeway-Folsom #1794,916-608-2450,1850 Prairie City Rd.,,Folsom,CA,95630-9518,38.649072,-121.165433
8622,Greenback & Madison - Folsom,916-987-0926,"9475 Madison Avenue, 100",100,Folsom,CA,95630-2092,38.676808,-121.198058
5901,Prairie City & Iron Point - Folsom,916-608-1886,"1860 Prarie City Rd, Ste 3A",Ste 3A,Folsom,CA,95630-9580,38.650195,-121.164128
6742,Solano Mall - Fairfield,707-422-0891,"1450 Travis Boulevard, P-1",P-1,Fairfield,CA,94533-3451,38.2586,-122.053911
5319,Lincoln Center - Stockton,209-952-7292,121 Lincoln Center,,Stockton,CA,95207-2613,38.011093,-121.322135
11333,Sunrise & Cirby - Roseville,916-774-3495,"1200 Cirby Way, 100",100,Roseville,CA,95661-4584,38.729007,-121.271053
6795,Hammer & West - Stockton,209-474-7094,1440 East Hammer Lane,,Stockton,CA,95210-3025,38.020255,-121.295447
74464,Safeway-Stockton #2707,209-427-8600,6445 N Pacific Ave,,Stockton,CA,95207-3715,38.00871,-121.321242
74301,Safeway-Roseville #1899,916-773-4001,989 Sunrise Avenue,,Roseville,CA,95661-4506,38.731098,-121.271264
10719,Morada Lane & Hwy 99 - Stockton,209-956-3140,4103 E. Morada Lane,,Stockton,CA,95212-1628,38.037365,-121.256848
14209,Hwy 50 & Bidwell - Folsom,916-817-2461,"195 Placerville Road, 130",130,Folsom,CA,95630-6319,38.686092,-121.1938
5270,West Roseville,916-797-1458,"4000 Foothills Boulevard, Suite 100",Suite 100,Roseville,CA,95747-7222,38.752346,-121.309858
14463,I-80 & Oliver - Fairfield,707-428-5043,"1200 Oliver Rd, 100",100,Fairfield,CA,94534-3467,38.254373,-122.066369
10423,18th & A - Antioch,925-522-8207,1896 A Street,,Antioch,CA,94509-2602,38.004002,-121.806169
7929,Douglas & Harding - Roseville,916-797-9165,"415 Roseville Square, A",A,Roseville,CA,95678-2807,38.744935,-121.274579
5224,E. Bidwell & Glen - Folsom,916-983-1885,603-A East Bidwell Street,,Folsom,CA,95630-4204,38.67063802,-121.1574237
6550,Pacific & Yokuts - Stockton,209-474-3026,"5350 Pacific Avenue, Suite #J4",Suite #J4,Stockton,CA,95207,37.99885903,-121.3132812
6492,Woodcreek & Pleasant Grove - Rosevi,916-789-1050,"4001 Woodcreek Oaks Blvd., E",E,Roseville,CA,95747-6822,38.769151,-121.330543
9264,Oak & American River Canyon - Folso,916-988-3560,"9580 Oak Avenue, 1",1,Folsom,CA,95630-1888,38.698829,-121.18987
8979,March & I-5 - Stockton,209-472-0637,2866 W. March Lane,,Stockton,CA,95219-8213,37.983864,-121.346664
76511,Target Folsom T-1098,916-984-9131,430 Blue Ravine Rd,,Folsom,CA,95630-3402,38.671481,-121.152948
74693,Safeway-Antioch #1259,925-706-4105,3365 Deer Valley Rd,,Antioch,CA,94531-6664,37.987814,-121.784412
623,Roseville,916-774-6812,"2030 Douglas Blvd, Suite 12",Suite 12,Roseville,CA,95661-3856,38.742749,-121.252189
13402,"March & West, Stockton",209-476-8347,5010 West Lane,,Stockton,CA,95210-3568,37.999772,-121.289487
76506,Target Roseville T-267,916-786-8787,1925 Douglas Blvd,,Roseville,CA,95661-3819,38.746032,-121.254945
6646,Bidwell & Broadstone - Folsom2,916-983-4015,"2791 E BIDWELL, Suite 1100",Suite 1100,Folsom,CA,95630-6412,38.653036,-121.12328
8683,Eureka & Lead Hill - Roseville,916-797-3191,"1565 Eureka Road, 9",9,Roseville,CA,95661-3045,38.74953868,-121.2469408
6914,California & Loveridge - Pittsburg,925-432-4568,1269 California Avenue,,Pittsburg,CA,94565-4143,38.013407,-121.868112
13993,"Somersville & Delta Fair, Antioch",925-754-4002,2504 Somersville Rd.,,Antioch,CA,94509-4409,38.000278,-121.842272
6813,Lone Tree & Slatten Ranch - Antioch,925-754-9377,"5779 Lone Tree Way, G",G,Antioch,CA,94531-8604,37.962039,-121.7384
74300,Safeway-Roseville #1617,916-783-2225,8640 Sierra College Blvd.,,Roseville,CA,95661-5936,38.741973,-121.228587
6491,Douglas & Sierra College - Rosevill,916-783-4149,"8690 Sierra College Blvd., 110",110,Roseville,CA,95661-5961,38.740829,-121.226512
74297,Safeway-Roseville #1890,916-783-2119,1080 Pleasant Grove Blvd.,,Roseville,CA,95678-6117,38.77742086,-121.2912916
11985,Lone Tree & Bluerock - Antioch,925-778-2974,"4045 Lone Tree Way, G",G,Antioch,CA,94531-6205,37.976229,-121.800994
74441,Safeway-Roseville #2620,916-780-9919,9045 Woodcreek Oaks,,Roseville,CA,95747-5152,38.794124,-121.330303
6559,Roseville & Sunrise - Rosevill,916-789-9403,1410 East Roseville Parkway,,Roseville,CA,95661-3059,38.761282,-121.249868
5345,Antioch,925-778-3001,4448 Lone Tree Way,,Antioch,CA,94531-7413,37.966407,-121.782387
79643,Safeway - Stockton #1769,,2808 Country Club Dr,,Stockton,CA,95204-3957,37.962471,-121.337966
9686,Railroad & Leland - Pittsburg,925-427-3025,2285 Railroad Avenue,,Pittsburg,CA,94565-4924,38.013121,-121.890334
6617,Galleria at Roseville,916-771-6892,"1151 Galleria Boulevard, 9011",9011,Roseville,CA,95678-1935,38.77351902,-121.2696603
17018,Galleria Roseville II,916-771-3075,"1151 Galleria Blvd, Space 1163",Space 1163,Roseville,CA,95678-1935,38.772194,-121.265839
6617,Galleria Roseville,916-771-6892,"1151 Galleria Boulevard, Space 9011",Space 9011,Roseville,CA,95678,38.772194,-121.265839
5470,2535 Pacific Ave. - Stockton,209-463-8877,2535 Pacific Avenue,,Stockton,CA,95204-4437,37.973508,-121.302098
7982,Pleasant Grove & Hwy 65 - Roseville,916-791-9288,"943 Pleasant Grove Blvd, 100",100,Roseville,CA,95678-6137,38.781933,-121.286906
5796,Highway 65 & Galleria Blvd,916-784-7004,"1228 Galleria Blvd., 100",100,Roseville,CA,95678-1952,38.7736002,-121.2632565
9286,Buchanan & Loveridge - Pittsburg,925-432-3912,1315 Buchanan Rd,,Pittsburg,CA,94565-6406,37.998169,-121.873553
9747,E. Natoma & Blue Ravine - Folsom,916-817-6834,"25055 Blue Ravine Rd, 100",100,Folsom,CA,95630-5701,38.690124,-121.123658
6719,Hwy 4 & Sand Creek - Brentwood,925-634-2319,"2530 Sand Creek Road, B-1",B-1,Brentwood,CA,94513-5685,37.94343002,-121.7376587
2908,Fairway & Pleasant Grove -Roseville,916-797-5512,10441 Fairway Drive,,Roseville,CA,95678-1987,38.790525,-121.287334
11237,Fairway Creek & Five Star - Rosevil,916-771-3233,"9450 Fairway Drive, 100",100,Roseville,CA,95678-3588,38.78415,-121.2714
7957,Hwy 99 & Waterloo - Stockton,209-931-4576,4426 East Waterloo Road,,Stockton,CA,95215,37.987547,-121.244982
5944,Highway 4 & Balfour - Brentwood,925-516-4581,"8610 Brentwood Blvd., 1",1,Brentwood,CA,94513-5686,37.92705,-121.691939
10227,Blue Oaks & Lone Tree - Rocklin,916-773-7711,6612 Lone Tree Blvd.,,Rocklin,CA,95765-3737,38.800405,-121.294173
6534,Latrobe & Town Center - El Dorado H,916-933-0846,"4311 Town Center Blvd., 450",450,El Dorado Hills,CA,95762-7109,38.650392,-121.068644
76842,Target El Dorado Hills T-2270,916-605-0184,4400 South Center Blvd,,El Dorado Hills,CA,95762,38.650083,-121.062401
6715,Auburn-Folsom & Douglas,916-797-2609,6949 Douglas-Auburn Folsom Rd,,Granite Bay,CA,95746-7340,38.74486422,-121.171036
6738,Balfour & Fairview - Brentwood,925-513-2281,"3150 Balfour Road, A",A,Brentwood,CA,94513-5519,37.925002,-121.722839
6970,El Dorado & Channel - Stockton,209-463-6177,"222 North El Dorado Street, 1",1,Stockton,CA,95202-2339,37.954867,-121.290192
74454,Safeway-Brentwood #2621,925-626-6020,3110 Balfour Road,,Brentwood,CA,94513-5500,37.924041,-121.721634
5499,Stanford Ranch & Sunset - Rocklin,916-315-9524,"2351 Sunset Avenue, #160",#160,Rocklin,CA,95765-4306,38.797651,-121.263968
74990,Safeway - Pittsburg #1215,925-458-0181,660 Bailey Road,,Pittsburg,CA,94565-4306,38.016138,-121.943263
10818,Fremont & Wilson - Stockton,209-469-2934,"1705 E. Fremont St., A",A,Stockton,CA,95205,37.961413,-121.269794
74226,Safeway - Rocklin #1866,916-789-0101,2220 Sunset Blvd,,Rocklin,CA,95765-4270,38.8030914,-121.2739571
6660,Pittman & Central - Fairfield,707-863-7344,"4490 Central Way, 100",100,Fairfield,CA,94534-1609,38.221416,-122.128912
2841,Sunset & West Oaks - Rocklin,916-663-5689,"2110 Sunset Blvd., 100",100,Rocklin,CA,95765-3731,38.810294,-121.283086
6429,Highway 80 & Rocklin Road - Rocklin,916-632-6719,"4819 Granite Dr, Ste B, 10 & 11","Ste B, 10 & 11",Rocklin,CA,95677-2873,38.789035,-121.225879
3474,Rocklin & Sierra College - Rocklin,916-624-3059,"5070 Rocklin Road, A",A,Rocklin,CA,95677-4497,38.788387,-121.20648
9792,Green Valley Crossing - Fairfield,707-864-5092,"5121 Business Center Dr, Suite #108",Suite #108,Fairfield,CA,94534,38.213614,-122.143925
6938,Stanford Ranch & Park - Rocklin,916-435-1364,"3211 Stanford Ranch Road, Pad B-1",Pad B-1,Rocklin,CA,95765-5576,38.814663,-121.25673
6653,Hwy 4 & Bixler - Discovery Bay,925-513-4991,"14804 Hwy 4, Space 1-B",Space 1-B,Byron,CA,94514,37.889624,-121.621816
10223,Green Valley & Francisco - El Dorad,916-941-7524,"2215 Francisco Dr, 160",160,El Dorado Hills,CA,95762-3817,38.711115,-121.085471
74861,Safeway-El Dorado Hills #2683,916-939-9456,765 Green Valley Dr,,El Dorado Hills,CA,95762,38.711253,-121.084114
7928,Horseshoe Bar & I-80 - Loomis,916-660-0576,6099 Horseshoe Bar Road,,Loomis,CA,95650-8528,38.818593,-121.189304
76694,Target Lincoln T-2214,916-251-3002,950 Groveland Ln,,Lincoln,CA,95648-7415,38.871076,-121.302749
11096,Lincoln Crossing - Lincoln,916-543-3895,"129 Ferrari Ranch Road, 110",110,Lincoln,CA,95648-7416,38.873734,-121.304185
6929,Coach & Strolling Hills -Cameron Pk,530-677-0851,"3317 Coach Lane, 500",500,Cameron Park,CA,95682-7235,38.658533,-120.972626
74946,Safeway - Cameron Park #1618,530-676-6930,3380 Coach Lane,,Cameron Park,CA,95682-8454,38.65668958,-120.9711202
5954,Highway 65 & Del Webb - Lincoln,916-408-1270,445 S. Hwy. 65,,Lincoln,CA,95648,38.877185,-121.295444
13780,Green Valley & Cambridge - Cameron,530-676-1241,3004 Green Valley Road,,Cameron Park,CA,95682-7755,38.697598,-121.002826
74184,Safeway-Lincoln #1761,916-408-0800,405 SR-65,,Lincoln,CA,95648,38.878253,-121.294324
10183,Arch Road & Hwy 99 - Stockton,209-465-4374,"4855 S. State Hwy 99, East Frontage Road",East Frontage Road,Stockton,CA,95215,37.90579951,-121.2223506
5361,Soscol @ Hwy 121-Napa,707-226-5251,247 Soscol Avenue,,Napa,CA,94559-4007,38.283218,-122.27498
5993,Silverado Plaza - Napa,707-226-3654,663 Trancas Street,,Napa,CA,94558-3084,38.323901,-122.286952
9595,"Jefferson & Lincoln, Napa",707-256-3124,1200 Lincoln Avenue,,Napa,CA,94558-4917,38.308735,-122.295458
604,Napa,707-253-8552,1340 Trancas Street,,Napa,CA,94558-2912,38.323135,-122.301925
74492,Safeway-Napa #2449,707-225-3037,3375 Jefferson Square,,Napa,CA,94558-3437,38.321353,-122.301856
10220,Lathrop & I-5 - Lathrop,209-858-5345,15010 Harlan Road,,Lathrop,CA,95330-9802,37.82463129,-121.2877678
9418,Trade Center Dr. & Hwy 49 - Martel,209-257-0289,"11248 Old Mill Road, Suite 40",Suite 40,Martell,CA,95642-9364,38.37117082,-120.7995926
79583,Safeway - Martell #2778,209-257-0779,12110 Industry Blvd,,Jackson,CA,95642-9373,38.370975,-120.799576
76263,Target Napa North T-1438,707-225-3016,4000 Bel Aire Plaza,,Napa,CA,94558-2835,38.322555,-122.307872
11235,Hwy 29 & Redwood - Napa,707-256-3968,2007 Redwood Rd,,Napa,CA,94558-3212,38.320686,-122.310654
76930,Target Lathrop T-2347,209-242-5041,16858 Golden Valley Pkwy,,Lathrop,CA,95330,37.8153,-121.2908
10671,Hwy 12 & Hwy 26 - Valley Springs,209-772-2645,200 E. Hwy 12,,Valley Springs,CA,95252-9494,38.19177,-120.824835
10774,Union & Lathrop - Manteca,209-824-7492,1220 West Lathrop Rd,,Manteca,CA,95336-9670,37.825555,-121.236307
11830,Union & Yosemite - Manteca,209-825-9361,129 S. Union Road,,Manteca,CA,95337-5291,37.796617,-121.235314
13398,Airport & Hwy 120 - Manteca,209-824-6021,2168 Daniels St.,,Manteca,CA,95337-6704,37.786349,-121.254171
5249,Auburn Town Center,530-823-1528,392 Elm Avenue,,Auburn,CA,95603-4525,38.904149,-121.073914
79766,Safeway-Manteca #3124,209-824-1144,1187 S Main St,,Manteca,CA,95337-5747,37.797042,-121.192121
8642,Yosemite & Hwy 99 - Manteca,209-239-1553,1451 Hulsey Way,,Manteca,CA,95336-5066,37.797043,-121.192117
74477,Safeway-Placerville #1724,530-295-2972,3955 Missouri Flat Road,,Placerville,CA,95667-5208,38.714055,-120.840206
8623,Missouri Flat & Hwy 50 -Placerville,530-626-5857,"3967 Missouri Flat, 100",100,Placerville,CA,95667-5250,38.713293,-120.838983
6478,Bell & Highway 49 - Auburn,530-887-1874,2815 Bell Road,,Auburn,CA,95603-2539,38.940136,-121.095929
6727,Lincoln & Foresthill - Auburn,530-745-0661,13345 Lincoln Way,,Auburn,CA,95603-3212,38.921992,-121.057294
79629,Safeway - Auburn #3122,530-887-3230,2550 Bell Road,,Auburn,CA,95603-2502,38.94251,-121.091826
3470,Yulupa & Bethards - Santa Rosa,707-545-2738,2755 Yulupa Avenue,,Santa Rosa,CA,95405-8584,38.426334,-122.668154
5849,Farmer's Lane & Highway 12,707-546-6920,1511 Farmer's Lane,,Santa Rosa,CA,95405-7525,38.43395,-122.68725
74855,Safeway - Santa Rosa #713,707-539-1771,100 Calistoga Rd,,Santa Rosa,CA,95409-3702,38.465916,-122.652917
11337,Santa Rosa & Yolanda - Santa Rosa,707-527-1006,2688 Santa Rosa Ave,,Santa Rosa,CA,95407-7625,38.41244,-122.712924
632,Santa Rosa Marketplace,707-541-0257,2200 Santa Rosa Avenue,,Santa Rosa,CA,95407-7623,38.417403,-122.712647
5778,Hwy 12 @ Mission,707-539-1010,"4575 Sonoma Hwy, Bldg A",Bldg A,Santa Rosa,CA,95409-4135,38.458813,-122.67497
76425,Target Santa Rosa T-937,707-575-0665,1980 Santa Rosa Ave,,Santa Rosa,CA,95407-7621,38.42068532,-122.713326
74171,Safeway-Santa Rosa #1562,707-522-1455,2751 Fourth St,,Santa Rosa,CA,95405-4726,38.450545,-122.691217
640,Santa Rosa (B&N),707-577-0665,200 D Street,,Santa Rosa,CA,95404-4749,38.440994,-122.712029
6764,Stony Point & Yuba - Santa Rosa,707-545-7057,2780 Stony Point Road,,Santa Rosa,CA,95407-5055,38.407612,-122.741228
6789,Santa Rosa Plaza - Santa Rosa,707-569-8457,"1071 Santa Rosa Plaza, 1015",1015,Santa Rosa,CA,95401-6397,38.439752,-122.717512
9749,Stony Point & Sebastopol - Santa Ro,707-546-5046,"760 Stony Point Road, 101",101,Santa Rosa,CA,95407-6864,38.427646,-122.741065
2843,Mendocino & Steele - Santa Rosa,707-576-7582,"2240 Mendocino Avenue, C7",C7,Santa Rosa,CA,95403-3163,38.461796,-122.71738
74409,Safeway-Santa Rosa #1576,707-569-3100,2210 Mendocino Ave,,Santa Rosa,CA,95403-3113,38.463105,-122.717209
74949,Safeway - Santa Rosa #956,707-528-3062,1799 Marlow Road,,Santa Rosa,CA,95401-4474,38.451851,-122.752242
3456,Hopper & Cleveland - Santa Rosa,707-528-3116,860 Hopper Avenue,,Santa Rosa,CA,95403-1611,38.47928,-122.736383
13227,Fulton & Guerneville -  Santa Rosa,707-544-4256,"2547 Guerneville Rd, 501",501,Santa Rosa,CA,95401-4048,38.452091,-122.771616
74201,Safeway-Sebastopol #933,707-823-1101,406 N. Main St.,,Sebastopol,CA,95472-3405,38.40457,-122.826896
10547,Old Redwood & Pacific Heights - Lar,707-576-8796,4745 Old Redwood Dr,,Larkfield,CA,95403-7516,38.500171,-122.750396
13463,Airport & Aviation - Santa Rosa,707-542-5964,269 Aviation Blvd.,,Santa Rosa,CA,95403-9017,38.511092,-122.781139
5233,Windsor,707-838-9875,8786 Lakewood Drive,,Windsor,CA,95492-8609,38.547999,-122.805425
74823,Safeway - Windsor #1434,707-837-2000,9080 Brooks Rd,,Windsor,CA,95492-7811,38.551323,-122.806385
14542,Windsor Town Green - Windsor,707-837-0432,1001 McCleland Dr,,Windsor,CA,95492-9597,38.54845,-122.816279
5855,Vine & Healdsburg - Healdsburg,707-431-0509,1075 Vine Street,,Healdsburg,CA,95448-4830,38.609179,-122.871796
79584,Safeway - Healdsburg #998,707-431-7102,1115 Vine,,Healdsburg,CA,95448-4831,38.609119,-122.873642
13181,Target Roseville North T-1502,916-780-1020,10451 Fairway Dr,,Roseville,CA,95679-1987,38.896069,-122.3522
10548,Gravenstein Hwy & Redwood - Sebasto,707-829-5029,962 Gravenstein Hwy S,,Sebastopol,CA,95472-4544,38.40745635,-122.8395983
79586,Safeway - Guerneville #950,707-869-9433,16405 River Rd,,Guerneville,CA,95446-9654,38.50193,-123.000382
8675,Hwy 101 & Cloverdale Blvd - Cloverd,707-894-4637,1198 A S. Cloverdale Blvd.,,Cloverdale,CA,95425-4483,38.783566,-123.01116
74952,Safeway - Lakeport #983,707-263-8072,1071 11th Street,,Lakeport,CA,95453-4105,39.048572,-122.925463
11602,Airport Park & Commerce - Ukiah,707-467-9637,"1212 Airport Park Blvd., 100",100,Ukiah,CA,95482-6425,39.132407,-123.199126
74858,Safeway - Ukiah #1583,707-467-2700,653 S State St,,Ukiah,CA,95482-4912,39.144071,-123.205916
9260,E. Perkins & Hwy 101 - Ukiah,707-463-2615,704 E. Perkins Street,,Ukiah,CA,95482-2004,39.152012,-123.195542
6533,Hwy 4 & Hwy 49 - Angels Camp,209-736-1297,"27 N. Main Street, A",A,Angels Camp,CA,95222-9332,38.082264,-120.559843
6936,Auburn & Oak - Colfax,530-346-6536,424 South Auburn Road,,Colfax,CA,95713,39.095129,-120.950246
11221,Hwy 49 & Combie - Auburn,530-268-0634,10005 Combie Rd,,Auburn,CA,95602-8901,39.042558,-121.094202
9262,Main & Walnut Street - Fort Bragg,707-964-4256,576 South Main Street,,Fort Bragg,CA,95437-5107,39.4349,-123.80579
79504,Safeway - Willits #965,707-459-5862,845 Main Street,,Willits,CA,95490-3915,39.403478,-123.349901
3422,I-5 & Wood - Willows,530-934-3849,"505 Humboldt Ave, A",A,Willows,CA,95988-3500,39.526333,-122.212535
8729,5th & E Street - Eureka,707-445-2685,326 5th Street,,Eureka,CA,95501-0306,40.801677,-124.167851
5970,Myrtle & West - Eureka,707-445-2672,"1117 Myrtle Avenue, A",A,Eureka,CA,95501-1222,40.799256,-124.147161
76264,Target Eureka T-1421,707-442-0201,2525 4th St,,Eureka,CA,95501-0823,40.805569,-124.144039
16207,Safeway-Eureka #2908,707-269-0133,2555 Harris St,,Eureka,CA,95503,40.780464,-124.139031
9263,Central & Heartwood - McKinleyville,707-840-0253,1924 Central Ave.,,McKinleyville,CA,95519-3606,40.940365,-124.101334
9900,N. Fortuna & Redwood - Fortuna,707-726-7870,"1095 S. Fortuna Blvd., 4A",4A,Fortuna,CA,95540-3066,40.57769,-124.146416
72776,Tops Super Foods-Weaverville,530-623-2494,1665 Main St,,Weaverville,CA,96093,40.71628,-122.926094
5820,Freeman & McKnight,530-274-1595,"716 Freeman Lane, Suite A",Suite A,Grass Valley,CA,95949-9639,39.201992,-121.063481
5820,Hwy 49 & McKnight - Grass Valley,530-274-1595,681 Freeman Lane,,Grass Valley,CA,95945,39.208905,-121.067272
79594,Safeway - Grass Valley #2842,530-273-2249,11867 Sutton Way,,Grass Valley,CA,95945-5110,39.23792,-121.03418
10587,Bogue & Garden Highway - Yuba City,530-751-9357,510 Bogue Rd,,Yuba City,CA,95991-9247,39.100436,-121.616213
8798,9th & C - Marysville,530-749-2009,270 9th Street,,Marysville,CA,95901-5368,39.144626,-121.587804
8798,Hwy 70 & Hwy 20 - Marysville,530-749-2009,"904 E Street, D",D,Marysville,CA,95901,39.144658,-121.591277
14131,Franklin & Hwy 99 - Yuba City,530-674-2638,1340 Franklin Rd,,Yuba City,CA,95993-4640,39.126987,-121.636102
13637,Cooper & Hwy 101 - Crescent City,707-464-2080,450 Hwy 101 N,,Crescent City,CA,95531-2327,41.761643,-124.198199
72947,Fred Meyer-Brookings #30,541-469-1610,325 5th St,,Brookings,OR,97415-9658,42.053825,-124.290314
16758,Safeway - Grants Pass #290,541-956-7540,115 East 7th Ave,,Grants Pass,OR,97526,42.439198,-123.325451
76332,Target Yuba City T-318,530-671-6881,1153 Butte House Rd,,Yuba City,CA,95991-3102,39.145945,-121.632596
14071,Hwy 20 & Tharp - Yuba City,530-751-7187,"1615 Colusa Hwy, Ste 100",Ste 100,Yuba City,CA,95993-9437,39.141995,-121.644571
6586,Butte House & Stabler - Yuba City,530-671-1952,"1610 Butte House Road, Suite B",Suite B,Yuba City,CA,95993-2100,39.147757,-121.644474
10936,Hwy 99 & Hazel - Gridley,530-846-4693,"1653 State Hwy 99 E, B",B,Gridley,CA,95948-2615,39.3654,-121.68808
5930,20th & Forest - Chico,530-894-7533,"2009 Forest, Suite 40",Suite 40,Chico,CA,95926,39.7264,-121.80117
5252,Chico - 246 Broadway Street,530-343-8182,246 Broadway,,Chico,CA,95928-5320,39.728942,-121.840906
74289,Safeway-Chico #1651,530-895-6300,690 Mangrove Ave,,Chico,CA,95926-3947,39.735355,-121.83438
10804,Esplanade & 9th - Chico,530-892-8569,1910 Esplanade,,Chico,CA,95926-2358,39.746578,-121.851558
74779,Safeway - Chico #1125,530-899-2320,1366 East Ave,,Chico,CA,95926-7336,39.762128,-121.822741
6717,East & Cohasset - Chico,530-894-1323,"2471 Cohasset Road, 110",110,Chico,CA,95926-1315,39.760493,-121.843689
3486,I-5 & Corning - Corning,530-824-3297,"908 SR-99W, A",A,Corning,CA,96021-2724,39.926821,-122.197884
6639,Main & Luther - Red Bluff,530-527-1139,1058 South Main Street,,Red Bluff,CA,96080-4363,40.158324,-122.227879
